causa,nivel,justificacion_medica,cie10,confianza,frecuencia,pct_cobertura,origen
TRASTORNO VASCULAR CRÓNICO DEL INTESTINO,3,Isquemia intestinal crónica que puede requerir cirugía vascular especializada,K55.1,alta,23.0,0.0005,sample_1000
TRASTORNOS DEL METABOLISMO DEL PIRUVATO Y DE LA GLUCONEOGÉNESIS,2,Error innato del metabolismo que requiere manejo especializado con dieta y suplementación,E74.4,alta,23.0,0.0005,sample_1000
TRASTORNO TRANSITORIO NO ESPECIFICADO DEL METABOLISMO DE LOS CARBOHIDRATOS EN EL FETO Y EL RECIÉN NACIDO,2,Hipoglucemia neonatal que requiere monitoreo hospitalario,P70.9,alta,23.0,0.0005,sample_1000
RETARDO DEL CRECIMIENTO FETAL Y DESNUTRICION FETAL,2,Complicación obstétrica que requiere monitoreo hospitalario y posible parto,P05,alta,22.0,0.0005,sample_1000
TRAUMATISMO DEL CORAZÓN CON HEMOPERICARDIO,3,Trauma cardíaco que requiere pericardiocentesis urgente y cirugía cardiotorácica,S26.0,alta,22.0,0.0005,sample_1000
"LUXACIONES, TORCEDURAS Y ESGUINCES QUE AFECTAN EL TÓRAX CON LA REGIÓN LUMBOSACRA Y LA PELVIS",2,Trauma múltiple que requiere manejo hospitalario traumatológico,T03.1,alta,22.0,0.0005,sample_1000
COMPRESIÓN DEL ENCÉFALO,3,Emergencia neuroquirúrgica que requiere manejo urgente en UCI neurológica,S06.2,alta,22.0,0.0005,sample_1000
OTROS PARTOS UNICOS ASISTIDOS,2,Parto que requiere hospitalización y asistencia obstétrica,O80,alta,22.0,0.0005,sample_1000
TRASTORNOS TRANSITORIOS DEL METABOLISMO DE LOS CARBOHIDRATOS ESPECIFICOS DEL FETO Y DEL RECIEN NACIDO,2,Alteración metabólica neonatal que requiere monitoreo en cunero patológico o UCIN,P70,alta,22.0,0.0005,sample_1000
"SUBLUXACIÓN CONGÉNITA DE LA CADERA, BILATERAL",2,"Displasia de cadera que requiere tratamiento ortopédico, posible cirugía programada",Q65.2,alta,22.0,0.0005,sample_1000
CUIDADOS POSTERIORES A LA EXTRACCIÓN DE PLACA U OTRO DISPOSITIVO DE FIJACIÓN INTERNA EN FRACTURA,1,Seguimiento ortopédico ambulatorio post-cirugía,Z47.0,alta,21.0,0.0004,sample_1000
ERITEMA MULTIFORME FLICTENULAR,2,Reacción dermatológica grave que requiere hospitalización para tratamiento con corticosteroides,L51.1,alta,21.0,0.0004,sample_1000
CANDIDIASIS DE LA VULVA Y DE LA VAGINA (N77.1*),1,Infección micótica ambulatoria manejable con antifúngicos tópicos u orales,B37.3,alta,21.0,0.0004,sample_1000
CEFALOHEMATOMA DEBIDO A TRAUMATISMO DEL NACIMIENTO,2,Complicación neonatal que requiere hospitalización para monitoreo,P12.0,alta,21.0,0.0004,sample_1000
"OTRAS MALFORMACIONES CONGÉNITAS DEL SISTEMA VASCULAR PERIFÉRICO, ESPECIFICADAS",2,Malformación vascular que puede requerir cirugía programada según gravedad,Q27.8,media,21.0,0.0004,sample_1000
SÍNDROME DE MACLEOD,2,Secuela de infección pulmonar que requiere estudios especializados respiratorios,J43.0,media,21.0,0.0004,sample_1000
SECUELAS DE INFARTO CEREBRAL,1,Condición residual de evento cerebrovascular que requiere seguimiento neurológico y rehabilitación ambulatoria,I69.3,alta,21.0,0.0004,sample_1000
OTROS AGENTES VIRALES COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS,1,Infección viral inespecífica generalmente ambulatoria,B97,media,21.0,0.0004,sample_1000
OTRAS ENFERMEDADES DE LA MEDULA ESPINAL,3,Patología medular que requiere resonancia magnética y manejo neurológico especializado,G95,media,21.0,0.0004,sample_1000
TRASTORNOS DEL METABOLISMO DE LOS AMINOÁCIDOS AZUFRADOS,2,Error innato del metabolismo que requiere manejo especializado con dieta y suplementación,E72.1,alta,21.0,0.0004,sample_1000
ENFERMEDAD RENAL HIPERTENSIVA,2,Nefropatía secundaria a hipertensión que requiere hospitalización para control y manejo de complicaciones,I12,alta,21.0,0.0004,sample_1000
"DERMATITIS DE CONTACTO, FORMA NO ESPECIFICADA, DEBIDA A COSMÉTICOS",1,Condición dermatológica ambulatoria manejable con antihistamínicos y corticoides tópicos,L25.0,alta,21.0,0.0004,sample_1000
"TUMOR MALIGNO DE LA BOCA, PARTE NO ESPECIFICADA",3,"Cáncer que requiere cirugía oncológica, radioterapia y quimioterapia",C06.9,alta,20.0,0.0004,sample_1000
LESIÓN DE SITIOS CONTIGUOS DEL PISO DE LA BOCA,3,Lesión maligna oral que requiere cirugía oncológica maxilofacial,C04.8,alta,20.0,0.0004,sample_1000
"TUBERCULOSIS DE LARINGE, TRAQUEA Y BRONQUIOS, CONFIRMADA BACTERIOLÓGICA E HISTOLÓGICAMENTE",3,Tuberculosis respiratoria que requiere hospitalización para inicio de tratamiento antituberculoso,A15.5,alta,20.0,0.0004,sample_1000
EXAMEN DE PESQUISA ESPECIAL PARA OTRAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS ESPECIFICADAS,1,Estudio de tamizaje que se realiza ambulatoriamente,Z11.8,alta,20.0,0.0004,sample_1000
MENINGITIS ESTREPTOCÓCICA,3,Infección del SNC que requiere hospitalización urgente en UCI con antibióticos IV,G00.2,alta,20.0,0.0004,sample_1000
"TUMOR BENIGNO DEL SISTEMA NERVIOSO CENTRAL, SITIO NO ESPECIFICADO",3,"Requiere neuroimagen, evaluación neuroquirúrgica y posible manejo quirúrgico especializado",D33,alta,20.0,0.0004,sample_1000
SÍNDROME DE HIPERINMUNOGLOBULINA E [IGE],3,Inmunodeficiencia primaria que requiere manejo especializado multidisciplinario y hospitalización,D82.4,alta,20.0,0.0004,sample_1000
OTRAS VASCULOPATIAS NECROTIZANTES,3,Vasculitis grave que requiere inmunosupresión y manejo en medicina interna,M31,alta,20.0,0.0004,sample_1000
COMPLICACIÓN MECÁNICA DE LENTES INTRAOCULARES,2,Complicación postquirúrgica que requiere cirugía oftalmológica,T85.2,alta,20.0,0.0004,sample_1000
ENTEROCELE VAGINAL,2,Prolapso pélvico que puede requerir cirugía reconstructiva programada,N81.5,alta,19.0,0.0004,sample_1000
OTRAS ALOPECIAS AREATAS,1,Pérdida de cabello autoinmune que se maneja ambulatoriamente con tratamiento dermatológico,L63.8,alta,19.0,0.0004,sample_1000
"TRASTORNOS TUBERCULOSOS DEL INTESTINO, PERITONEO Y GANGLIOS MESENTÉRICOS",3,Tuberculosis extrapulmonar que requiere manejo especializado y prolongado en infectología,A18.3,alta,19.0,0.0004,sample_1000
OTRAS OSTEOMALACIAS DEL ADULTO,2,Enfermedad metabólica ósea que puede requerir hospitalización para estudios especializados y tratamiento,M83.8,media,19.0,0.0004,sample_1000
"TUMOR MALIGNO DE LOS NERVIOS PERIFÉRICOS DE LA CABEZA, CARA Y CUELLO",3,"Neoplasia maligna que requiere tratamiento oncológico especializado con cirugía, radioterapia y quimioterapia",C47.0,alta,19.0,0.0004,sample_1000
"TRASTORNO DEL METABOLISMO DE LOS AMINOÁCIDOS, NO ESPECIFICADO",1,Error innato del metabolismo que requiere seguimiento ambulatorio con genetista y nutriólogo,E72.9,media,19.0,0.0004,sample_1000
PROTEINURIA AISLADA,1,Hallazgo de laboratorio que requiere evaluación nefrológica ambulatoria,R80,alta,19.0,0.0004,sample_1000
PARTO CON FÓRCEPS BAJO,2,Parto instrumentado que requiere hospitalización obstétrica,O81.0,alta,19.0,0.0004,sample_1000
OTROS TRASTORNOS DEL SISTEMA NERVIOSO AUTÓNOMO EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE,1,Disfunción autonómica secundaria manejable ambulatoriamente con neurología,G99.0,media,19.0,0.0004,sample_1000
"COMPLICACIONES DEL PUERPERIO, NO CLASIFICADAS EN OTRA PARTE",2,Complicación postparto que puede requerir hospitalización,O90,media,19.0,0.0004,sample_1000
OTROS TRASTORNOS PERINATALES ESPECÍFICOS DEL SISTEMA DIGESTIVO,2,Patología digestiva neonatal que requiere hospitalización en neonatología,P78.8,media,19.0,0.0004,sample_1000
ACONDROGÉNESIS,3,Displasia esquelética letal o muy grave que requiere manejo neonatal especializado,Q77.0,alta,18.0,0.0004,sample_1000
OTROS HALLAZGOS ANORMALES EN LA ORINA Y LOS NO ESPECIFICADOS,1,"Examen diagnóstico ambulatorio de laboratorio, no requiere hospitalización",R82,alta,18.0,0.0004,sample_1000
OSTEOCONDROSIS JUVENIL DEL HUMERO,1,Trastorno óseo del desarrollo que se maneja conservadoramente de forma ambulatoria,M92.0,alta,18.0,0.0004,sample_1000
ESPASMO ANAL,1,Trastorno funcional que se maneja ambulatoriamente con medicamentos y medidas conservadoras,K59.4,alta,18.0,0.0004,sample_1000
APLASTAMIENTO DEL TÓRAX,3,"Traumatismo torácico grave que requiere manejo urgente en UCI, posible cirugía",S28.0,alta,18.0,0.0004,sample_1000
CONJUNTIVITIS Y DACRIOCISTITIS NEONATALES,1,Infección ocular neonatal manejable ambulatoriamente con antibióticos tópicos,P39.1,alta,18.0,0.0004,sample_1000
DIABETES INSÍPIDA NEFRÓGENA,2,Trastorno endocrinológico que requiere estudios especializados y manejo hospitalario,N25.1,alta,18.0,0.0004,sample_1000
OTRAS HETEROTROPÍAS O LAS NO ESPECIFICADAS,1,Estrabismo que requiere evaluación oftalmológica ambulatoria,H50,alta,18.0,0.0004,sample_1000
TUMOR MALIGNO DEL EPIDÍDIMO,3,Cáncer urológico que requiere cirugía oncológica y seguimiento especializado,C63.0,alta,18.0,0.0004,sample_1000
LESIÓN DE SITIOS CONTIGUOS DE LAS VÍAS BILIARES,3,Lesión maligna que requiere cirugía de alta complejidad hepatobiliar,C24.8,alta,18.0,0.0004,sample_1000
MIOSITIS EN ENFERMEDADES BACTERIANAS CLASIFICADAS EN OTRA PARTE,2,Infección muscular bacteriana que puede requerir hospitalización con antibióticos IV,M63.0,alta,18.0,0.0004,sample_1000
PITIRIASIS LIQUENOIDE Y VARIOLIFORME AGUDA,1,Dermatosis que se maneja ambulatoriamente con tratamiento tópico y sistémico,L41.0,alta,18.0,0.0004,sample_1000
LUXACIÓN DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CABEZA,2,Trauma craneofacial que requiere reducción y valoración hospitalaria,S03,alta,17.0,0.0004,sample_1000
HERIDA DEL CUELLO,2,Trauma cervical que requiere hospitalización para descartar lesión vascular o aérea,S11.9,alta,17.0,0.0004,sample_1000
"COXARTROSIS POSTRAUMÁTICA, BILATERAL",2,Artrosis bilateral que puede requerir artroplastia total de cadera programada,M16.5,alta,17.0,0.0004,sample_1000
ESTENOSIS DEL CANAL NEURAL POR TEJIDO CONJUNTIVO,3,Compresión medular que puede requerir cirugía descompresiva urgente,M99.4,alta,17.0,0.0004,sample_1000
HIPERPLASIA PERSISTENTE DEL TIMO,2,Alteración tímica que puede requerir timectomía quirúrgica programada,E32.0,alta,17.0,0.0004,sample_1000
ESTADO DE MAL EPILEPTICO,3,Emergencia neurológica que requiere UCI y manejo anticonvulsivante agresivo,G41,alta,17.0,0.0004,sample_1000
OTRAS DEFICIENCIAS NUTRICIONALES ESPECIFICADAS,1,Deficiencia nutricional manejable ambulatoriamente con suplementación,E63.8,media,17.0,0.0004,sample_1000
"TUMOR MALIGNO DEL OJO, PARTE NO ESPECIFICADA",3,Cáncer ocular que requiere cirugía oncológica oftalmológica y radioterapia,C69.9,alta,17.0,0.0004,sample_1000
"SEPTICEMIA, NO ESPECIFICADA",3,Infección sistémica grave que requiere manejo urgente en UCI con antibióticos de amplio espectro,A41.9,alta,17.0,0.0004,sample_1000
DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES MULTIPLES,3,Diabetes complicada que requiere manejo hospitalario especializado de complicaciones,E11.7,alta,17.0,0.0004,sample_1000
HEMORRAGIA DE LAS VIAS RESPIRATORIAS,3,Emergencia que requiere manejo urgente en UCI o terapia intensiva,R04,alta,17.0,0.0004,sample_1000
OTRAS DEFORMIDADES VALGUS CONGÉNITAS DE LOS PIES,2,Malformación que puede requerir cirugía ortopédica pediátrica programada,Q66,media,16.0,0.0003,sample_1000
QUISTE RADICULAR,2,Lesión dental que frecuentemente requiere procedimiento quirúrgico dental u odontológico con hospitalización breve,K04.8,alta,16.0,0.0003,sample_1000
"TRASTORNO NO ESPECIFICADO DE LOS TEJIDOS BLANDOS RELACIONADO CON EL USO, EL USO EXCESIVO Y LA PRESIÓN",1,Lesión por sobreuso que se maneja ambulatoriamente con reposo y rehabilitación,M70.9,media,16.0,0.0003,sample_1000
"ENFERMEDAD POR VIH, RESULTANTE EN ENCEFALOPATÍA",3,Complicación neurológica grave del VIH que requiere hospitalización en infectología,B22.0,alta,16.0,0.0003,sample_1000
"CORROSIÓN DE LA CABEZA Y DEL CUELLO, DE SEGUNDO GRADO",2,Quemadura química que requiere hospitalización para manejo de dolor y cicatrización,T20,alta,16.0,0.0003,sample_1000
RETENCIÓN INTRAOCULAR DE CUERPO EXTRAÑO MAGNÉTICO (ANTIGUO),2,Cuerpo extraño ocular que puede requerir extracción quirúrgica,H44.6,alta,16.0,0.0003,sample_1000
DESPRENDIMIENTO DE LA COROIDES,3,Emergencia oftalmológica que puede requerir cirugía vitreoretiniana urgente,H31.4,alta,16.0,0.0003,sample_1000
SÍNDROME DE LA ARTERIA CEREBRAL POSTERIOR,3,Evento cerebrovascular agudo que requiere UCI neurológica y manejo especializado,I66.2,alta,16.0,0.0003,sample_1000
"PERSONAS EN CONTACTO CON LOS SERVICIOS DE SALUD POR OTRAS CONSULTAS Y CONSEJOS MEDICOS, NO CLASIFICADOS EN OTRA PARTE",1,Consulta ambulatoria de orientación médica general,Z71.8,alta,16.0,0.0003,sample_1000
PARVOVIRUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS,1,Infección viral que habitualmente se maneja ambulatoriamente con medidas de soporte,B97.6,alta,16.0,0.0003,sample_1000
PSORIASIS GUTTATA,1,Dermatosis que se maneja ambulatoriamente con tratamiento tópico y sistémico,L40.4,alta,16.0,0.0003,sample_1000
"HEPATITIS AGUDA TIPO B, CON AGENTE DELTA (COINFECCIÓN), SIN COMA HEPÁTICO",2,Hepatitis viral aguda que requiere hospitalización para monitoreo hepático y tratamiento,B16.1,alta,16.0,0.0003,sample_1000
OTRAS BRUCELOSIS,2,Infección bacteriana que requiere antibióticos prolongados y seguimiento infectológico,A23,alta,16.0,0.0003,sample_1000
OTROS TRASTORNOS ESPECIFICADOS DE LA MEMBRANA TIMPÁNICA,1,Condición otológica ambulatoria que requiere evaluación ORL,H73,media,16.0,0.0003,sample_1000
TRASTORNOS GENERALIZADOS DEL DESARROLLO,1,Condición neuropsiquiátrica que requiere seguimiento ambulatorio multidisciplinario,F84,alta,16.0,0.0003,sample_1000
INFLAMACION Y OBSTRUCCION DE LA TROMPA DE EUSTAQUIO,1,Condición otorrinolaringológica ambulatoria manejable con descongestionantes,H68,alta,16.0,0.0003,sample_1000
"GOLPE CONTRA O GOLPEADO POR EQUIPO PARA DEPORTES, OTRO LUGAR ESPECIFICADO",1,Traumatismo deportivo generalmente manejable ambulatoriamente según gravedad,W21.8,media,16.0,0.0003,sample_1000
"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A OTROS PRODUCTOS QUIMICOS Y SUSTAN",2,Intoxicación que requiere hospitalización para descontaminación y manejo de efectos tóxicos,X49,media,16.0,0.0003,sample_1000
"PARASITOSIS INTESTINAL, SIN OTRA ESPECIFICACION",1,Condición ambulatoria manejable con antiparasitarios y seguimiento externo,B82,alta,16.0,0.0003,sample_1000
TRAUMATISMO DE TENDONES Y MÚSCULOS DE REGIÓN NO ESPECIFICADA DEL CUERPO,1,Lesión músculo-tendinosa generalmente manejable ambulatoriamente con inmovilización y rehabilitación,T14.6,media,15.0,0.0003,sample_1000
"MOTOCICLISTA NO ESPECIFICADO LESIONADO POR COLISIÓN CON OTROS VEHÍCULOS DE MOTOR, Y CON LOS NO ESPECIFICADOS, EN ACCIDENTE NO DE TRÁNSITO",2,Traumatismo por accidente en motocicleta que requiere evaluación hospitalaria según gravedad,V29.2,media,15.0,0.0003,sample_1000
VÁRICES GÁSTRICAS,3,Complicación de hipertensión portal que requiere endoscopia terapéutica urgente y manejo en UCI,I86.4,alta,15.0,0.0003,sample_1000
"MALFORMACIÓN CONGÉNITA DE LAS GRANDES VENAS, NO ESPECIFICADA",2,Anomalía vascular congénita que requiere evaluación cardiológica y posible corrección quirúrgica,Q26.9,media,15.0,0.0003,sample_1000
"DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER, DE COMIENZO TEMPRANO",3,"Demencia que requiere manejo neurológico especializado, posible hospitalización",G30.0,alta,15.0,0.0003,sample_1000
"CORROSIÓN DE LA MUÑECA Y DE LA MANO, DE PRIMER GRADO",1,Quemadura química leve que se maneja ambulatoriamente con curación local,T23.5,alta,15.0,0.0003,sample_1000
EFECTO TÓXICO DE DETERGENTES Y JABONES,1,Intoxicación leve que generalmente se maneja ambulatoriamente con medidas de soporte,T55,media,15.0,0.0003,sample_1000
OTRAS MALFORMACIONES CONGÉNITAS DEL DIAFRAGMA,3,Malformación diafragmática que requiere cirugía neonatal de alta complejidad,Q79.1,alta,15.0,0.0003,sample_1000
TRASTORNOS GRANULOMATOSOS DE LA PIEL Y DEL TEJIDO SUBCUTANEO,2,Condición dermatológica que puede requerir biopsia y manejo especializado,L92,alta,15.0,0.0003,sample_1000
QUEMADURA DE OTRAS PARTES DEL TUBO DIGESTIVO,3,Quemadura interna que requiere endoscopia y manejo en UCI,T28,alta,14.0,0.0003,sample_1000
"OTROS TIPOS DE RETRASO MENTAL, DETERIORO DEL COMPORTAMIENTO NULO O MÍNIMO",1,Condición neuropsiquiátrica que requiere seguimiento ambulatorio multidisciplinario,F78,alta,14.0,0.0003,sample_1000
"OTRO ABORTO COMPLETO O NO ESPECIFICADO, COMPLICADO CON INFECCIÓN GENITAL Y PELVIANA",3,"Aborto séptico que requiere hospitalización, antibióticos IV y legrado",O03.5,alta,14.0,0.0003,sample_1000
ENFERMEDADES DE LAS GLANDULAS SALIVALES,1,Patología de glándulas salivales manejable ambulatoriamente con otorrinolaringología,K11,media,14.0,0.0003,sample_1000
TUMOR BENIGNO DEL TEJIDO MESOTELIAL DEL PERITONEO,2,Tumor que requiere resección quirúrgica programada con hospitalización,D19.1,alta,14.0,0.0003,sample_1000
HIDROURÉTER,2,Dilatación ureteral que puede requerir procedimientos urológicos y hospitalización,N13.4,alta,14.0,0.0003,sample_1000
CISTICERCOSIS,3,Parasitosis del SNC que requiere manejo neurológico especializado y antiparasitarios,B69,alta,14.0,0.0003,sample_1000
TUMOR MALIGNO DE LA GLÁNDULA Y CONDUCTO LAGRIMALES,3,Cáncer que requiere cirugía oncológica oftalmológica y posible radioterapia,C69.5,alta,14.0,0.0003,sample_1000
"TUMOR BENIGNO DE LA FARINGE, PARTE NO ESPECIFICADA",2,Tumor que requiere resección quirúrgica otorrinolaringológica programada,D10.9,alta,14.0,0.0003,sample_1000
OTROS TRAUMATISMOS SUPERFICIALES DE LA PARED POSTERIOR DEL TÓRAX,1,Traumatismo superficial que se maneja ambulatoriamente con analgésicos,S20.4,alta,14.0,0.0003,sample_1000
TETANIA,2,Urgencia metabólica que requiere hospitalización para corrección de calcio/magnesio,R29.0,alta,14.0,0.0003,sample_1000
TRAUMATISMO DEL ÚTERO,3,Lesión uterina que requiere manejo quirúrgico urgente ginecológico,S37.6,alta,14.0,0.0003,sample_1000
TIÑA DE LA BARBA Y DEL CUERO CABELLUDO,1,Infección fúngica que se maneja ambulatoriamente con antifúngicos orales,B35.0,alta,13.0,0.0003,sample_1000
"NEVO MELANOCÍTICO DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA",1,"Lesión dermatológica que se valora ambulatoriamente, posible escisión menor",D22.7,alta,13.0,0.0003,sample_1000
OTRAS CIFOSIS Y LAS NO ESPECIFICADAS,1,Deformidad de columna que requiere fisioterapia y seguimiento ortopédico ambulatorio,M40,media,13.0,0.0003,sample_1000
OTROS TIPOS DE ENFERMEDAD DE HODGKIN,3,Linfoma que requiere tratamiento oncológico especializado con quimioterapia y radioterapia,C81.7,alta,13.0,0.0003,sample_1000
ÍLEO POR CÁLCULO BILIAR,3,Obstrucción intestinal que requiere cirugía urgente y manejo en cuidados intensivos,K56.3,alta,13.0,0.0003,sample_1000
GANGRENA Y NECROSIS DEL PULMÓN,3,Necrosis pulmonar que requiere hospitalización urgente en neumología o cirugía torácica,J85.0,alta,13.0,0.0003,sample_1000
MELANOMA IN SITU DEL CUERO CABELLUDO Y DEL CUELLO,3,Lesión premaligna que requiere escisión quirúrgica y seguimiento oncológico estrecho,D03.4,alta,13.0,0.0003,sample_1000
"ENFERMEDAD DE MÚLTIPLES VÁLVULAS, NO ESPECIFICADA",3,Valvulopatía múltiple que requiere evaluación cardiológica especializada y cirugía cardíaca,I08.9,alta,13.0,0.0003,sample_1000
PROBLEMA NO ESPECIFICADO RELACIONADO CON SERVICIOS MÉDICOS Y DE SALUD,1,Consulta administrativa o de orientación médica ambulatoria,Z76.9,baja,13.0,0.0003,sample_1000
ENFERMEDADES REUMATICAS DE LA VALVULA MITRAL,3,Valvulopatía que puede requerir cirugía cardíaca y manejo cardiológico especializado,I05,alta,13.0,0.0003,sample_1000
RUPTURA DE ANEURISMA DE LA AORTA ABDOMINAL,3,Emergencia vascular que requiere cirugía urgente y UCI,I71.3,alta,12.0,0.0003,sample_1000
NEUMONIA CONGENITA,3,Neumonía neonatal grave que requiere manejo en UCI neonatal con antibióticos IV,P23.9,alta,12.0,0.0003,sample_1000
MASTOIDITIS EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE,3,Complicación otológica grave que puede requerir cirugía y antibióticos IV,H75.0,alta,12.0,0.0003,sample_1000
