causa_original,causa_corregida,tipo_correccion,similitud,frecuencia,anios,num_anios
ALUCINOSIS ORGÁNICA,ALUCINOSIS ORGÁNICA,sin_cambio,1.0,6,"2021,2022,2023,2024",4
INSEMINACIÓN ARTIFICIAL,INSEMINACIÓN ARTIFICIAL,sin_cambio,1.0,6,"2022,2023",2
HALLAZGO HEMATOLÓGICO ANORMAL EN EL EXAMEN PRENATAL DE LA MADRE,HALLAZGO HEMATOLÓGICO ANORMAL EN EL EXAMEN PRENATAL DE LA MADRE,sin_cambio,1.0,6,"2021,2022,2024",3
HALLAZGOS ANORMALES EN DIAGNÓSTICO POR IMAGEN DEL HÍGADO Y DE LAS VÍAS BILIARES,HALLAZGOS ANORMALES EN DIAGNÓSTICO POR IMAGEN DEL HÍGADO Y DE LAS VÍAS BILIARES,sin_cambio,1.0,6,"2022,2023,2024",3
HERIDA DE LA PARED POSTERIOR DEL TORAX,HERIDA DE LA PARED POSTERIOR DEL TÓRAX,acento,0.99,6,2020,1
"OLIGOMENORREA, NO ESPECIFICADA","OLIGOMENORREA, NO ESPECIFICADA",sin_cambio,1.0,6,"2021,2023,2024",3
OTROS TRASTORNOS ESPECÍFICOS DE LA PERSONALIDAD,OTROS TRASTORNOS ESPECÍFICOS DE LA PERSONALIDAD,sin_cambio,1.0,6,"2022,2023,2024",3
"VÉRTEBRA COLAPSADA, NO CLASIFICADA EN OTRA PARTE","VÉRTEBRA COLAPSADA, NO CLASIFICADA EN OTRA PARTE",sin_cambio,1.0,6,"2022,2023,2024",3
"SINDROME DE TURNER, NO ESPECIFICADO","SÍNDROME DE TURNER, NO ESPECIFICADO",acento,0.99,6,2020,1
"TRASTORNO MITRAL NO REUMATICO, NO ESPECIFICADO","TRASTORNO MITRAL NO REUMÁTICO, NO ESPECIFICADO",acento,0.99,6,2020,1
SINDROME NEFRITICO AGUDO: GLOMERULONEFRITIS MEMBRANOSA DIFUSA,"SÍNDROME NEFRÍTICO AGUDO, GLOMERULONEFRITIS MEMBRANOSA DIFUSA",typo,0.9836,6,2020,1
FRACTURAS QUE AFECTAN MULTIPLES REGIONES DE UN MIEMBRO INFERIOR,FRACTURAS QUE AFECTAN MÚLTIPLES REGIONES DE UN MIEMBRO INFERIOR,acento,0.99,6,2020,1
TRAUMATISMOS DE NERVIOS QUE AFECTAN MÚLTIPLES REGIONES DEL CUERPO,TRAUMATISMOS DE NERVIOS QUE AFECTAN MÚLTIPLES REGIONES DEL CUERPO,sin_cambio,1.0,6,"2021,2022,2023",3
OTRAS DEFICIENCIAS NUTRICIONALES,OTRAS DEFICIENCIAS NUTRICIONALES,sin_cambio,1.0,6,"2022,2024",2
"TRAUMATISMO SUPERFICIAL DEL ABDOMEN, DE LA REGION LUMBOSACRA Y DE LA PELVIS, PARTE NO ESPECIFICADA","TRAUMATISMO SUPERFICIAL DEL ABDOMEN, DE LA REGIÓN LUMBOSACRA Y DE LA PELVIS, PARTE NO ESPECIFICADA",acento,0.99,6,2020,1
DEFICIENCIA HEREDITARIA DE OTROS FACTORES DE LA COAGULACION,DEFICIENCIA HEREDITARIA DE OTROS FACTORES DE LA COAGULACIÓN,acento,0.99,6,2020,1
"SÍNDROME DE KLINEFELTER, NO ESPECIFICADO","SÍNDROME DE KLINEFELTER, NO ESPECIFICADO",sin_cambio,1.0,6,"2021,2024",2
"INHALACIÓN DE CONTENIDOS GÁSTRICOS, ÁREAS DE DEPORTE Y ATLETISMO","INHALACIÓN DE CONTENIDOS GÁSTRICOS, ÁREAS DE DEPORTE Y ATLETISMO",sin_cambio,1.0,6,"2021,2022",2
OTROS TRASTORNOS HIPERCINÉTICOS,OTROS TRASTORNOS HIPERCINÉTICOS,sin_cambio,1.0,6,"2022,2023,2024",3
OTROS TRASTORNOS ESPECIFICADOS DEL OÍDO MEDIO Y DE LA APOFISIS MASTOIDES EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,OTROS TRASTORNOS ESPECIFICADOS DEL OÍDO MEDIO Y DE LA APOFISIS MASTOIDES EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,sin_cambio,1.0,6,"2022,2023,2024",3
AMPUTACION TRAUMATICA COMBINADA (DE PARTE) DE DEDO(S) CON OTRAS PARTES DE LA MUÐECA Y DE LA MANO,AMPUTACIÓN TRAUMÁTICA COMBINADA (DE PARTE) DE DEDO(S) CON OTRAS PARTES DE LA MUÑECA Y DE LA MANO,typo,0.9896,6,2020,1
OBSERVACIÓN POR SOSPECHA DE INFARTO DE MIOCARDIO,OBSERVACIÓN POR SOSPECHA DE INFARTO DE MIOCARDIO,sin_cambio,1.0,6,"2021,2024",2
"DEFICIENCIA DE VITAMINA B, NO ESPECIFICADA","DEFICIENCIA DE VITAMINA B, NO ESPECIFICADA",sin_cambio,1.0,6,"2021,2022,2023",3
QUEMADURAS QUE AFECTAN EL 90% O MÁS DE LA SUPERFICIE DEL CUERPO,QUEMADURAS QUE AFECTAN EL 90% O MÁS DE LA SUPERFICIE DEL CUERPO,sin_cambio,1.0,6,"2022,2023,2024",3
"QUEMADURA Y CORROSION DEL HOMBRO Y MIEMBRO SUPERIOR, EXCEPTO DE LA MUÑECA Y DE LA MANO","QUEMADURA Y CORROSION DEL HOMBRO Y MIEMBRO SUPERIOR, EXCEPTO DE LA MUÑECA Y DE LA MANO",sin_cambio,1.0,6,"2022,2023,2024",3
QUEMADURAS CLASIFICADAS SEGUN LA EXTENSION DE LA SUPERFICIE DEL CUERPO AFECTADA,QUEMADURAS CLASIFICADAS SEGUN LA EXTENSION DE LA SUPERFICIE DEL CUERPO AFECTADA,sin_cambio,1.0,6,"2021,2022,2023",3
"OTRAS COMPLICACIONES DE DISPOSITIVOS PROTESICOS, IMPLANTES E INJERTOS ORTOPEDICOS INTERNOS","OTRAS COMPLICACIONES DE DISPOSITIVOS PROTÉSICOS, IMPLANTES E INJERTOS ORTOPÉDICOS INTERNOS",acento,0.99,6,2020,1
DEMENCIA EN LA ENFERMEDAD DE PICK (G31.0å),DEMENCIA EN LA ENFERMEDAD DE PICK (G31.0Å),sin_cambio,1.0,6,2020,1
"INFECCIÓN POR CLAMIDIAS, NO ESPECIFICADA","INFECCIÓN POR CLAMIDIAS, NO ESPECIFICADA",sin_cambio,1.0,6,"2021,2022,2023,2024",4
SÍNDROME DE RETT,SÍNDROME DE RETT,sin_cambio,1.0,6,"2021,2022,2024",3
SÍNDROME DE POSTCOLECISTECTOMÍA,SÍNDROME DE POSTCOLECISTECTOMÍA,sin_cambio,1.0,6,"2021,2022,2023",3
TUMOR MALIGNO DEL FONDO DEL UTERO,TUMOR MALIGNO DEL FONDO DEL ÚTERO,acento,0.99,6,2020,1
OSTEOPATÍA EN OTRAS ENFERMEDADES INFECCIOSAS CLASIFICADAS EN OTRA PARTE,OSTEOPATÍA EN OTRAS ENFERMEDADES INFECCIOSAS CLASIFICADAS EN OTRA PARTE,sin_cambio,1.0,6,"2021,2024",2
PERICARDITIS EN ENFERMEDADES BACTERIANAS CLASIFICADAS EN OTRA PARTE,PERICARDITIS EN ENFERMEDADES BACTERIANAS CLASIFICADAS EN OTRA PARTE,sin_cambio,1.0,6,"2020,2021,2023",3
OTRAS HEMORRAGIAS GASTROINTESTINALES NEONATALES,OTRAS HEMORRAGIAS GASTROINTESTINALES NEONATALES,sin_cambio,1.0,6,"2020,2022,2023,2024",4
PENFIGOIDE OCULAR,PENFIGOIDE OCULAR,sin_cambio,1.0,6,"2023,2024",2
TRASTORNO DEL METABOLISMO DE LA GALACTOSA,TRASTORNO DEL METABOLISMO DE LA GALACTOSA,sin_cambio,1.0,6,"2021,2022,2023,2024",4
HIPOFUNCIÓN ADRENOCORTICAL [MÉDULA SUPRARRENAL] CONSECUTIVA A PROCEDIMIENTOS,HIPOFUNCIÓN ADRENOCORTICAL [MÉDULA SUPRARRENAL] CONSECUTIVA A PROCEDIMIENTOS,sin_cambio,1.0,6,"2022,2023,2024",3
TUMOR MALIGNO DE LA ENCÍA SUPERIOR,TUMOR MALIGNO DE LA ENCÍA SUPERIOR,sin_cambio,1.0,6,"2022,2023",2
"TUMOR MALIGNO DE LA HIPOFARINGE, PARTE NO ESPECIFICADA","TUMOR MALIGNO DE LA HIPOFARINGE, PARTE NO ESPECIFICADA",sin_cambio,1.0,6,"2022,2023",2
ENVENENAMIENTO CIGUATERO POR PESCADO,ENVENENAMIENTO CIGUATERO POR PESCADO,sin_cambio,1.0,6,"2022,2023,2024",3
"ENVENENAMIENTO POR AGENTES DEL EQUILIBRIO HIDROLÍTICO, ELECTROLÍTICO Y CALÓRICO","ENVENENAMIENTO POR AGENTES DEL EQUILIBRIO HIDROLÍTICO, ELECTROLÍTICO Y CALÓRICO",sin_cambio,1.0,6,"2021,2022,2024",3
"ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A DISOLVENTES ORGÁNICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES, CALLES Y CARRETERAS","ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICIÓN A DISOLVENTES ORGÁNICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES, CALLES Y CARRETERAS",sin_cambio,1.0,6,"2021,2024",2
"PARTO MÚLTIPLE, TODOS ESPONTÁNEOS","PARTO MÚLTIPLE, TODOS ESPONTÁNEOS",sin_cambio,1.0,6,"2021,2022,2023,2024",4
OTROS SINDROMES PARALITICOS,OTROS SINDROMES PARALITICOS,sin_cambio,1.0,6,"2021,2022",2
LEUCEMIA MIELOMONOCÍTICA CRÓNICA,LEUCEMIA MIELOMONOCÍTICA CRÓNICA,sin_cambio,1.0,6,"2021,2023,2024",3
OSTEOCONDROSIS DE LA COLUMNA VERTEBRAL,OSTEOCONDROSIS DE LA COLUMNA VERTEBRAL,sin_cambio,1.0,6,"2020,2021,2024",3
"ERITREMIA, AGUDA Y ERITROLEUCEMIA","ERITREMIA, AGUDA Y ERITROLEUCEMIA",sin_cambio,1.0,6,2020,1
ESGUINCES Y TORCEDURAS DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL TORAX,ESGUINCES Y TORCEDURAS DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL TÓRAX,acento,0.99,6,2020,1
"CAÍDA EN O DESDE ESCALERA Y ESCALONES, ÁREAS DE DEPORTE Y ATLETISMO","CAÍDA EN O DESDE ESCALERA Y ESCALONES, ÁREAS DE DEPORTE Y ATLETISMO",sin_cambio,1.0,6,"2021,2023",2
"LESION DE SITIOS CONTIGUOS DEL LABIO, DE LA CAVIDAD BUCAL Y DE LA LARINGE","LESIÓN DE SITIOS CONTIGUOS DEL LABIO, DE LA CAVIDAD BUCAL Y DE LA FARINGE",typo,0.9863,6,2020,1
OREJA SUPERNUMERARIA,OREJA SUPERNUMERARIA,sin_cambio,1.0,6,"2020,2021,2024",3
HERIDAS MÚLTIPLES DE LA CADERA Y DEL MUSLO,HERIDAS MÚLTIPLES DE LA CADERA Y DEL MUSLO,sin_cambio,1.0,6,"2021,2022,2023",3
ESTRECHEZ Y ESTENOSIS DEL CUELLO DEL ÚTERO,ESTRECHEZ Y ESTENOSIS DEL CUELLO DEL ÚTERO,sin_cambio,1.0,6,"2021,2022,2023",3
ESTOMATITIS Y LESIONES AFINES,ESTOMATITIS Y LESIONES AFINES,sin_cambio,1.0,6,"2022,2023,2024",3
"CONJUNTIVITIS VIRAL, SIN OTRA ESPECIFICACION","CONJUNTIVITIS VIRAL, SIN OTRA ESPECIFICACIÓN",acento,0.99,6,2020,1
TRAUMATISMO DEL NERVIO MEDIANO A NIVEL DE LA MUÐECA Y DE LA MANO,TRAUMATISMO DEL NERVIO MEDIANO A NIVEL DE LA MUÑECA Y DE LA MANO,typo,0.9844,6,2020,1
DESGARRO OBSTÉTRICO DEL CUELLO UTERINO,DESGARRO OBSTÉTRICO DEL CUELLO UTERINO,sin_cambio,1.0,6,"2021,2022,2024",3
TRAUMATISMO DEL MUSCULO Y TENDON INTRINSECO DE OTRO(S) DEDO(S) A NIVEL DE LA MUÐECA Y DE LA MANO,TRAUMATISMO DEL MÚSCULO Y TENDÓN INTRÍNSECO DE OTRO(S) DEDO(S) A NIVEL DE LA MUÑECA Y DE LA MANO,typo,0.9896,6,2020,1
MIOSITIS EN OTRAS ENFERMEDADES INFECCIOSAS CLASIFICADAS EN OTRA PARTE,MIOSITIS EN OTRAS ENFERMEDADES INFECCIOSAS CLASIFICADAS EN OTRA PARTE,sin_cambio,1.0,6,"2021,2022,2024",3
PARALISIS DEL NERVIO MOTOR OCULAR EXTERNO (VI PAR),PARÁLISIS DEL NERVIO MOTOR OCULAR EXTERNO [VI PAR],typo,0.96,6,2020,1
PARALISIS DE LA CONJUGACION DE LA MIRADA,PARÁLISIS DE LA CONJUGACIÓN DE LA MIRADA,acento,0.99,6,2020,1
"HIPOPLASIA RENAL, BILATERAL","HIPOPLASIA RENAL, BILATERAL",sin_cambio,1.0,6,"2022,2023",2
"TRASTORNO DEL LÍQUIDO AMNIÓTICO Y DE LAS MEMBRANAS, NO ESPECIFICADO","TRASTORNO DEL LÍQUIDO AMNIÓTICO Y DE LAS MEMBRANAS, NO ESPECIFICADO",sin_cambio,1.0,6,"2022,2023,2024",3
LESION DE SITIOS CONTIGUOS DEL PALADAR,LESIÓN DE SITIOS CONTIGUOS DEL PALADAR,acento,0.99,6,2020,1
"LEUCEMIA CRONICA, CELULAS DE TIPO NO ESPECIFICADO","LEUCEMIA CRÓNICA, CÉLULAS DE TIPO NO ESPECIFICADO",acento,0.99,6,2020,1
"MALFORMACION CONGENITAS DE LAS CAMARAS CARDIACAS Y SUS CONEXIONES, NO ESPECIFICADA","MALFORMACIÓN CONGÉNITA DE LAS CÁMARAS CARDÍACAS Y SUS CONEXIONES, NO ESPECIFICADA",typo,0.9939,6,2020,1
"ENFERMEDAD DEL PANCREAS, NO ESPECIFICADA","ENFERMEDAD DEL PÁNCREAS, NO ESPECIFICADA",acento,0.99,6,2020,1
"MALFORMACIONES CONGENITAS DE LOS OVARIOS, DE LAS TROMPAS DE FALOPIO Y DE LOS LIGAMENTOS ANCHOS","MALFORMACIONES CONGENITAS DE LOS OVARIOS, DE LAS TROMPAS DE FALOPIO Y DE LOS LIGAMENTOS ANCHOS",sin_cambio,1.0,6,"2022,2023",2
TRASTORNOS HIPERTROFICOS DE LA PIEL,TRASTORNOS HIPERTROFICOS DE LA PIEL,sin_cambio,1.0,6,"2020,2021",2
MOTOCICLISTA LESIONADO POR COLISION CON VEHICULO DE TRANSPORTE PESADO O AUTOBUS: CONDUCTOR LESIONADO EN ACCIDENTE NO DE TRANSITO,"MOTOCICLISTA LESIONADO POR COLISIÓN CON VEHÍCULO DE TRANSPORTE PESADO O AUTOBÚS, CONDUCTOR LESIONADO EN ACCIDENTE NO DE TRÁNSITO",typo,0.9922,6,2020,1
MORDEDURA O PICADURA DE INSECTOS Y OTROS ARTROPODO,MORDEDURA O PICADURA DE INSECTOS Y OTROS ARTROPODOS NO VENENOSOS,truncado,0.7812,6,2020,1
ALBINISMO,ALBINISMO,sin_cambio,1.0,6,"2021,2024",2
ALFA TALASEMIA,ALFA TALASEMIA,sin_cambio,1.0,6,"2020,2022,2023",3
TRAUMATISMO DEL TENDON Y MUSCULO ADUCTOR MAYOR DEL MUSLO,TRAUMATISMO DEL TENDÓN Y MÚSCULO ADUCTOR MAYOR DEL MUSLO,acento,0.99,6,2020,1
TUMOR BENIGNO DEL PERITONEO,TUMOR BENIGNO DEL PERITONEO,sin_cambio,1.0,6,"2020,2021,2022,2024",4
OTROS TRASTORNOS RESPIRATORIOS CONSECUTIVOS A PROCEDIMIENTOS,OTROS TRASTORNOS RESPIRATORIOS CONSECUTIVOS A PROCEDIMIENTOS,sin_cambio,1.0,6,"2020,2023,2024",3
CARDIOMIOPATIA EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE,CARDIOMIOPATÍA EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE,acento,0.99,6,2020,1
"DESNUTRICIÓN PROTEICOCALÓRICA SEVERA, NO ESPECIFICADA","DESNUTRICIÓN PROTEICOCALÓRICA SEVERA, NO ESPECIFICADA",sin_cambio,1.0,6,"2021,2022,2024",3
DESORIENTACIÓN NO ESPECIFICADA,DESORIENTACIÓN NO ESPECIFICADA,sin_cambio,1.0,6,"2023,2024",2
"PEATON LESIONADO POR COLISION CON AUTOMOVIL, CAMIO","PEATON LESIONADO POR COLISION CON AUTOMOVIL, CAMIONETA O FURGONETA",truncado,0.7576,6,2020,1
TRASTORNOS RENALES TUBULOINTERSTICIALES EN RECHAZO DE TRASPLANTE (T86.-å),TRASTORNOS RENALES TUBULOINTERSTICIALES EN RECHAZO DE TRASPLANTE,typo,0.9343,6,2020,1
CAMBIOS EN LAS MEMBRANAS DE LA CORNEA,CAMBIOS EN LAS MEMBRANAS DE LA CÓRNEA,acento,0.99,6,2020,1
OTROS TRASTORNOS VASCULARES DEL IRIS Y DEL CUERPO CILIAR,OTROS TRASTORNOS VASCULARES DEL IRIS Y DEL CUERPO CILIAR,sin_cambio,1.0,6,"2020,2022,2023",3
OTROS TIPOS ESPECIFICADOS DE LINFOMA NO HODGKIN DIFUSO,OTROS TIPOS ESPECIFICADOS DE LINFOMA NO HODGKIN,typo,0.9307,6,2020,1
OTROS TRASTORNOS DE LOS MUSCULOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,OTROS TRASTORNOS DE LOS MÚSCULOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,acento,0.99,6,2020,1
OTROS TRASTORNOS DE LA VISION BINOCULAR,OTROS TRASTORNOS DE LA VISIÓN BINOCULAR,acento,0.99,6,2020,1
"PROTEINURIA AISLADA CON LESIÓN MORFOLÓGICA ESPECIFICADA, ANOMALÍA GLOMERULAR MÍNIMA","PROTEINURIA AISLADA CON LESIÓN MORFOLÓGICA ESPECIFICADA, ANOMALÍA GLOMERULAR MÍNIMA",sin_cambio,1.0,6,"2021,2022,2023,2024",4
OTRAS ENFERMEDADES DE MÚLTIPLES VÁLVULAS,OTRAS ENFERMEDADES DE MÚLTIPLES VÁLVULAS,sin_cambio,1.0,6,"2021,2022,2023",3
"TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES, INTOXICACIÓN AGUDA","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES, INTOXICACIÓN AGUDA",sin_cambio,1.0,6,"2021,2022,2023",3
LESION DE SITIOS CONTIGUOS DE LOS BRONQUIOS Y DEL PULMON,LESIÓN DE SITIOS CONTIGUOS DE LOS BRONQUIOS Y DEL PULMÓN,acento,0.99,6,2020,1
LESION DE SITIOS CONTIGUOS DE LA VEJIGA,LESIÓN DE SITIOS CONTIGUOS DE LA VEJIGA,acento,0.99,6,2020,1
"MORDEDURA O PICADURA DE INSECTOS Y OTROS ARTRÓPODOS NO VENENOSOS, GRANJA","MORDEDURA O PICADURA DE INSECTOS Y OTROS ARTRÓPODOS NO VENENOSOS, GRANJA",sin_cambio,1.0,6,"2021,2024",2
"PASAJERO DE AUTOMOVIL LESIONADO POR COLISION CON OTROS VEHICULOS DE MOTOR, Y CON LOS NO ESPECIFICADOS, EN ACCIDENTE NO DE TRANSITO","PASAJERO DE AUTOMÓVIL LESIONADO POR COLISIÓN CON OTROS VEHÍCULOS DE MOTOR, Y CON LOS NO ESPECIFICADOS, EN ACCIDENTE NO DE TRÁNSITO",acento,0.99,6,2020,1
MALFORMACIONES CONGENITAS DE LA MAMA,MALFORMACIONES CONGENITAS DE LA MAMA,sin_cambio,1.0,6,"2021,2022,2024",3
"MENINGITIS VIRAL, SIN OTRA ESPECIFICACION","MENINGITIS VIRAL, SIN OTRA ESPECIFICACIÓN",acento,0.99,6,2020,1
"TUMOR BENIGNO DEL HUESOS Y DEL CARTILAGO ARTICULAR, SITIO NO ESPECIFICADO","TUMOR BENIGNO DEL HUESO Y DEL CARTÍLAGO ARTICULAR, SITIO NO ESPECIFICADO",typo,0.9931,6,2020,1
MIELOPATIA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,MIELOPATÍA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,acento,0.99,6,2020,1
"OCUPANTE NO ESPECIFICADO DE AUTOMÓVIL LESIONADO POR COLISIÓN CON OTROS VEHÍCULOS DE MOTOR, Y CON LOS NO ESPECIFICADOS, EN ACCIDENTE NO DE TRÁNSITO","OCUPANTE NO ESPECIFICADO DE AUTOMÓVIL LESIONADO POR COLISIÓN CON OTROS VEHÍCULOS DE MOTOR, Y CON LOS NO ESPECIFICADOS, EN ACCIDENTE NO DE TRÁNSITO",sin_cambio,1.0,6,"2021,2024",2
"OCUPANTE DE AUTOMÓVIL LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISIÓN, PASAJERO LESIONADO EN ACCIDENTE NO DE TRÁNSITO","OCUPANTE DE AUTOMÓVIL LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISIÓN, PASAJERO LESIONADO EN ACCIDENTE NO DE TRÁNSITO",sin_cambio,1.0,6,"2022,2023",2
"TUMOR MALIGNO DE LA COSTILLA, ESTERNON Y CLAVICULA","TUMOR MALIGNO DE LA COSTILLA, ESTERNÓN Y CLAVÍCULA",acento,0.99,6,2020,1
HISTORIA PERSONAL DE ALERGIA A AGENTE ANESTÉSICO,HISTORIA PERSONAL DE ALERGIA A AGENTE ANESTÉSICO,sin_cambio,1.0,6,"2021,2022,2023",3
LACERACION Y RUPTURA OCULAR CON PROLAPSO O PERDIDA DEL TEJIDO INTRAOCULAR,LACERACIÓN Y RUPTURA OCULAR CON PROLAPSO O PÉRDIDA DEL TEJIDO INTRAOCULAR,acento,0.99,6,2020,1
ENVENENAMIENTO POR BENZODIAZEPINAS,ENVENENAMIENTO POR BENZODIAZEPINAS,sin_cambio,1.0,6,"2021,2022,2023,2024",4
TUMOR MALIGNO DE LA VULVA,TUMOR MALIGNO DE LA VULVA,sin_cambio,1.0,6,"2021,2022",2
ENFERMEDAD INFLAMATORIA PÉLVICA FEMENINA POR CLAMIDIAS,ENFERMEDAD INFLAMATORIA PÉLVICA FEMENINA POR CLAMIDIAS,sin_cambio,1.0,6,"2021,2023,2024",3
"PLASMOCITOMA, EXTRAMEDULAR","PLASMOCITOMA, EXTRAMEDULAR",sin_cambio,1.0,6,2020,1
DISCONTINUIDAD Y DISLOCACIÓN DE LOS HUESECILLOS DEL OÍDO,DISCONTINUIDAD Y DISLOCACIÓN DE LOS HUESECILLOS DEL OÍDO,sin_cambio,1.0,6,"2022,2023",2
OTRAS ESPONDILOPATÍAS INFECCIOSAS,OTRAS ESPONDILOPATÍAS INFECCIOSAS,sin_cambio,1.0,6,"2022,2023",2
"TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OPIÁCEOS, OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALCOHOL, OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO",typo,0.952,6,2024,1
TRASTORNOS DEL TRANSPORTE DE LOS AMINOACIDOS,TRASTORNOS DEL TRANSPORTE DE LOS AMINOÁCIDOS,acento,0.99,6,2020,1
"CAIDA EN EL MISMO NIVEL POR DESLIZAMIENTO, TROPEZON Y TRASPIE: INSTITUCION RESI","CAÍDA EN EL MISMO NIVEL POR DESLIZAMIENTO, TROPEZÓN Y TRASPIÉ, INSTITUCIÓN RESIDENCIAL",typo,0.9455,6,2020,1
OTRAS ANEMIAS HEMOLÍTICAS NO AUTOINMUNES,OTRAS ANEMIAS HEMOLÍTICAS NO AUTOINMUNES,sin_cambio,1.0,6,"2022,2023",2
TRASTORNO DE LA MADURACIÓN SEXUAL,TRASTORNO DE LA MADURACIÓN SEXUAL,sin_cambio,1.0,6,"2021,2023,2024",3
TRASTORNO DE LA PERSONALIDAD EMOCIONALMENTE INESTABLE,TRASTORNO DE LA PERSONALIDAD EMOCIONALMENTE INESTABLE,sin_cambio,1.0,6,"2020,2022,2023",3
AFECCIÓN NO ESPECIFICADA ORIGINADA EN EL PERÍODO PERINATAL,AFECCIÓN NO ESPECIFICADA ORIGINADA EN EL PERÍODO PERINATAL,sin_cambio,1.0,6,"2021,2022,2023",3
"CUADRIPLEJÍA, NO ESPECIFICADA","CUADRIPLEJÍA, NO ESPECIFICADA",sin_cambio,1.0,6,"2022,2023,2024",3
HÍGADO ALCOHÓLICO ADIPOSO,HÍGADO ALCOHÓLICO ADIPOSO,sin_cambio,1.0,6,"2021,2022,2023",3
HISTORIA PERSONAL DE OTROS TRASTORNOS MENTALES O DEL COMPORTAMIENTO,HISTORIA PERSONAL DE OTROS TRASTORNOS MENTALES O DEL COMPORTAMIENTO,sin_cambio,1.0,6,"2022,2023,2024",3
PREECLAMPSIA SUPERPUESTA EN HIPERTENSIÓN CRÓNICA,PREECLAMPSIA SUPERPUESTA EN HIPERTENSIÓN CRÓNICA,sin_cambio,1.0,6,"2021,2022,2023",3
PRESENCIA DE IMPLANTE UROGENITAL,PRESENCIA DE IMPLANTE UROGENITAL,sin_cambio,1.0,6,"2020,2023",2
MOTOCICLISTA LESIONADO POR COLISION CON PEATON O ANIMAL,MOTOCICLISTA LESIONADO POR COLISION CON PEATON O ANIMAL,sin_cambio,1.0,6,"2021,2022,2023,2024",4
POLISINDACTILIA,POLISINDACTILIA,sin_cambio,1.0,6,"2020,2021,2022,2023",4
BLEFAROPTOSIS CONGENITA,BLEFAROPTOSIS CONGÉNITA,acento,0.99,6,2020,1
ATENCIÓN MATERNA POR TUMOR DEL CUERPO DEL ÚTERO,ATENCIÓN MATERNA POR TUMOR DEL CUERPO DEL ÚTERO,sin_cambio,1.0,6,"2021,2022,2023,2024",4
"OCUPANTE DE AUTOBÚS LESIONADO POR COLISIÓN CON AUTOMÓVIL, CAMIONETA O FURGONETA, CONDUCTOR LESIONADO EN ACCIDENTE NO DE TRÁNSITO","OCUPANTE DE AUTOBÚS LESIONADO POR COLISIÓN CON AUTOMÓVIL, CAMIONETA O FURGONETA, CONDUCTOR LESIONADO EN ACCIDENTE NO DE TRÁNSITO",sin_cambio,1.0,6,"2022,2023",2
OCUPANTE DE AUTOMOVIL LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISION,OCUPANTE DE AUTOMOVIL LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISION,sin_cambio,1.0,6,"2021,2022,2023",3
CAMBIO PERDURABLE DE LA PERSONALIDAD CONSECUTIVO A UNA ENFERMEDAD PSIQUIÁTRICA,CAMBIO PERDURABLE DE LA PERSONALIDAD CONSECUTIVO A UNA ENFERMEDAD PSIQUIÁTRICA,sin_cambio,1.0,6,"2022,2023",2
BURSITIS REUMATOIDE,BURSITIS REUMATOIDE,sin_cambio,1.0,6,"2021,2022",2
MUCOSITIS ORAL (ULCERATIVA),MUCOSITIS ORAL (ULCERATIVA),sin_cambio,1.0,6,2021,1
"OTRAS AFECCIONES RESPIRATORIAS DEBIDAS A INHALACIÓN DE GASES, HUMOS, VAPORES Y SUSTANCIAS QUÍMICAS","OTRAS AFECCIONES RESPIRATORIAS DEBIDAS A INHALACIÓN DE GASES, HUMOS, VAPORES Y SUSTANCIAS QUÍMICAS",sin_cambio,1.0,6,"2021,2023,2024",3
"ESPONDILITIS ANQUILOSANTE, REGION TORACOLUMBAR","ESPONDILITIS ANQUILOSANTE, REGIÓN TORACOLUMBAR",acento,0.99,6,2020,1
